,Id,Sentiment,Pasangan Calon,Text Tweet,clean_teks
124,125,negative,Agus-Sylvi,Gara2 kemaren #AHY pake seragam hitam2 ??? <Thinking Face> <Thinking Face> <Thinking Face> <Smiling Face With Open Mouth & Closed Eyes> <Smiling Face With Sunglasses> https://twitter.com/NetizenTofa/status/841350678345736192 …,gara kemaren ahy pakai seragam hitam thinking muka thinking muka thinking muka smiling muka with open mouth closed eyes smiling muka with sunglasses
125,126,negative,Agus-Sylvi,ya pastilah #FPI kan tidak suka sama Ahok jadi pas #AHY udah kalah otomatis dukungannya lari ke mas #Anisa AniesSandi <Grimacing Face>,ya fpi suka ahok pas ahy kalah otomatis dukung lari mas anisa aniessandi grimacing muka
126,127,negative,Agus-Sylvi,ahoker masih bully #AHY,ahoker bully ahy
127,128,negative,Agus-Sylvi,@ZaraZettiraZZ @NetizenTofa @ndoro__putri ada ahoker masih ngebully program #AHY <FACE WITH TEARS OF JOY> <FACE WITH TEARS OF JOY> <FACE WITH TEARS OF JOY>,zarazettirazz netizentofa ndoro putri ahoker ngebully program ahy muka with tears of joy muka with tears of joy muka with tears of joy
128,129,negative,Agus-Sylvi,Kirim ke aku saja Kaosnya... #AHY sejati <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes>,kirim kaos ahy sejati smiling muka with smiling eyes smiling muka with smiling eyes smiling muka with smiling eyes
129,130,negative,Agus-Sylvi,#ahy <Frowning Face>,ahy frowning muka
130,131,negative,Agus-Sylvi,"#AHY,humor,lagu, Kisah Sedih AHY di Balik Lagu Jatuh Bangun  <Frowning Face> <Frowning Face>",ahyhumorlagu kisah sedih ahy lagu jatuh bangun frowning muka frowning muka
131,132,negative,Agus-Sylvi,"#AHY,Cuitan Hati SBY,Cuitan SBY, jokowi, mantan, mantan terindah,Pilgub DKI 2017  <Tongue> <Tongue>",ahycuitan hati sbycuitan sby jokowi mantan mantan terindahpilgub dki tongue tongue
132,133,negative,Agus-Sylvi,"Owalah, kasihan kamu, Dik. Semoga kamu tidak jadi orang miskin, ya. Aamiin <THUMBS UP>  #AHY selalu dihati  <Tongue> ",owalah kasihan dik moga orang miskin ya aamiin thumbs up ahy hati tongue
133,134,negative,Agus-Sylvi,Aku bangga jadi anak memo.  <Tongue>   <Face With Stuck-Out Tongue & Closed Eyes>  <FACE WITH TEARS OF JOY>    #AHY #moshing,bangga anak memo tongue muka with stuckout tongue closed eyes muka with tears of joy ahy moshing
134,135,negative,Agus-Sylvi,Pendukung #AHY sulit melupakan bully2 seperti ini <Thumbs Down>,dukung ahy sulit lupa bully thumbs down
135,136,negative,Agus-Sylvi,"Versi #3 video #AHYANGaruk2Kepala terlihat bingung bicara banjir, kota apung  <Face With Stuck-Out Tongue & Closed Eyes>  di atas, permukaan tanah dan air, bikin bengong <Smiling Face With Open Mouth & Closed Eyes>",versi video ahyangarukkepala bingung bicara banjir kota apung muka with stuckout tongue closed eyes muka tanah air bikin bengong smiling muka with open mouth closed eyes
136,137,negative,Agus-Sylvi,Ahokers mendadak #AHY ?? Gak salah tuh?? Sesuatu banget !!  <Face With Stuck-Out Tongue & Closed Eyes> <Face With Stuck-Out Tongue & Closed Eyes> <Face With Stuck-Out Tongue & Closed Eyes> <Face With Stuck-Out Tongue & Closed Eyes> <Face With Stuck-Out Tongue & Closed Eyes>,ahokers dadak ahy salah tuh banget muka with stuckout tongue closed eyes muka with stuckout tongue closed eyes muka with stuckout tongue closed eyes muka with stuckout tongue closed eyes muka with stuckout tongue closed eyes
137,138,negative,Agus-Sylvi,HOAX kok tidakada habis2nya...  Foto 4 hari sebelum pencoblosan...fotonya tidak HOAX.. tulisanya penuh dusta! <Angry Face>,hoax tidakada habis foto pencoblosanfotonya hoax tulisanya penuh dusta angry muka
138,139,negative,Agus-Sylvi,Deklarasi ini sepihak. Tanpa konsultasi dan persetujuan AHY.,deklarasi konsultasi tuju ahy
139,140,negative,Agus-Sylvi,@Syahrir_Lantoni sudah kena telikung sekarang nama #AHY dibajak pula? <Face With Stuck-Out Tongue & Closed Eyes>,syahrir lantoni kena telikung nama ahy bajak muka with stuckout tongue closed eyes
140,141,negative,Agus-Sylvi,"Meski saya tak pilih #AHY, kok rasanya mules ya dengan kontestasi politik putaran 2 #politikpalsu cuih  <Pig Nose> <Pig Nose>",pilih ahy mules ya kontestasi politik putar politikpalsu cuih pig nose pig nose
141,142,negative,Agus-Sylvi,"Pak @SBYudhoyono jangan biarkan pengorbanan dan perjuangan #AHY , Kita #Lawan Rezim Koplak ini ! #nunggu komando.  <Fire>  <Fire>",sbyudhoyono biar korban juang ahy lawan rezim koplak nunggu komando fire fire
142,143,negative,Agus-Sylvi,Jadi gak sampai hati ketika mencermatinya ! Mungkin ada penyusup masuk tidak terpantau <Person Bowing> oleh team #AHY,hati cermat susup masuk pantau person bowing team ahy
143,144,negative,Agus-Sylvi,Ayo pendukung AHY Dukung penggembosmu <Tongue> <Fire> <Fire>,ayo dukung ahy dukung gembos tongue fire fire
144,145,negative,Agus-Sylvi,Suara #ahy bakal direbuntukan. Apakah pak @basuki_btp mau melanjuntukan program yang di usung pak @AgusYudhoyono sepertinya tidak .  <Expressionless Face>,suara ahy direbuntukan basuki btp melanjuntukan program usung agusyudhoyono expressionless muka
145,146,negative,Agus-Sylvi,@SBYudhoyono tweet anda yang justru kontraproduktif terhadap #AHY pak. <Zipper-Mouth Face> <Zipper-Mouth Face> <Zipper-Mouth Face>,sbyudhoyono tweet kontraproduktif ahy zippermouth muka zippermouth muka zippermouth muka
146,147,negative,Agus-Sylvi,#AHY #SBY #Jakarta #Jatim #Jabar #Presiden #NgopiSore Mau ke Mana AHY Setelah Nyungsep di Jakarta? @tribunmedan,ahy sby jakarta jatim jawa barat presiden ngopisore ahy nyungsep jakarta tribunmedan
147,148,negative,Agus-Sylvi,"Suara #AHY rusak gara-gara nyanyian si AA PeKa ini, moga SBY bisa bikin dia jeblos penjara sampai pupus disana !!! #GueGeram  <Face With Steam From Nose>",suara ahy rusak garagara nyanyi si aa peka moga sby bikin jeblos penjara pupus sana guegeram muka with steam nose
148,149,negative,Agus-Sylvi,"awas banyak mendadak baik, metamorfosis dari kecebong brubah jd anjing penjilat #AHY & #AniesSandi  <OK HAND> <Clapping Hands>",awas dadak metamorfosis kecebong brubah anjing jilat ahy aniessandi ok hand clapping hands
149,150,negative,Agus-Sylvi,Sekarang tinggal tunggu sikap #AHY terhadap manuver agus   <Clapping Hands>  <Face With Cold Sweat> <Face With Cold Sweat>,tinggal tunggu sikap ahy manuver agus clapping hands muka with cold sweat muka with cold sweat
150,151,positive,Agus-Sylvi,Doa ku.. Semoga suaranya mas Agus-Sylvi beneran ke #Badja #PilkadaDKI2017 yakin kan mas Agus.. Aku pada mu..,doa ku moga suara mas agussylvi beneran badja pilkadadki mas agus mu
151,152,positive,Agus-Sylvi,"Terima kasih mas @AgusYudhoyono, karenamu anak muda telah berani menyuarakan perubahan. Kami tetap bersamamu #YNWA",terima kasih mas agusyudhoyono karena anak muda berani suara ubah sama ynwa
152,153,positive,Agus-Sylvi,KETEMU DI ISTIQLAL Bangga Pernah Jadi Bagian Dari @AgusYudhoyono dan @sylviana_murni @ZaraZettiraZr @AhyCenter @SohibAHY,ketemu istiqlal bangga agusyudhoyono sylviana murni zarazettirazr ahycenter sohibahy
153,154,positive,Agus-Sylvi,"Tersingkir dari kancah pilkada DKI, rupanya ada cara lain untuk mengangkat seseorang #AHY Mendunia",singkir kancah pilkada dki angkat ahy dunia
154,155,positive,Agus-Sylvi,"Dalam Pilkada DKI, AHY juga mampu menunjukkan kualitasnya sebagai seorang pemimpin muda yang berjiwa ksatria. (AHY mendunia)",pilkada dki ahy kualitas pimpin muda jiwa ksatria ahy dunia
155,156,positive,Agus-Sylvi,usai pilkada DKI AHY keliling Nusantara merajut Persatuan #Indonesia bukan cuma Jakarta!,pilkada dki ahy keliling nusantara rajut satu indonesia jakarta
156,157,positive,Agus-Sylvi,"(12) AHY justru menitipkan pentingnya menjaga pluralisme, kebangsaan dan kesatuan dalam persaingan Pilkada. Persatuan lebih penting.",ahy titip jaga pluralisme bangsa satu saing pilkada satu
157,158,positive,Agus-Sylvi,AHY memang kalah di pilkada tetapi MENANG di hati rakyat.,ahy kalah pilkada menang hati rakyat
158,159,positive,Agus-Sylvi,Dari pada pendukung Ahok berantem terus. Mending kaya pendukung AHY membuat kopdar biar makin luas siapa tau jadi calon lagi,dukung ahok antem mending kaya dukung ahy kopdar biar luas tau calon
159,160,positive,Agus-Sylvi,"Menurut AHY, Pilkada DKI memberi hikmah, pelajaran, ujian dan tantangan yang dapat ia ambil. Semua itu dapat mematangkan karakternya#AIMAN",ahy pilkada dki hikmah ajar uji tantang ambil matang karakternyaaiman
160,161,positive,Agus-Sylvi,"@AgusYudhoyono Semangat terus Pak AHY, faktor kekalahan pada pilkada waktu kemarin itu adalah wakil Pak AHY, nanti maju lagi, insyaAlloh.",agusyudhoyono semangat ahy faktor kalah pilkada kemarin wakil ahy maju insyaalloh
161,162,positive,Agus-Sylvi,"kalau dilihat upaya Demokrat mengenalkan AHY cukup berhasil di Pilkada Jakarta, dan sekarang AHY sudah mulai blusukan ke seluruh Indonesia",upaya demokrat kenal ahy hasil pilkada jakarta ahy blusukan indonesia
162,163,positive,Agus-Sylvi,"@AHY prinsip kepemimpinan, memenangkan sebuah Pilkada, belajar terus dan sangat dinamis. @hildathawilla @Panti_silaban",ahy prinsip pimpin menang pilkada ajar dinamis hildathawilla panti silaban
163,164,positive,Agus-Sylvi,"Pilihan warga jkt Mayoritas bukan pada ahok, tapi calon selain ahok, terbukti di dua putaran pilkada dki. Mayoritas memilih AHY dan Anies",pilih warga jakarta mayoritas ahok calon ahok bukti putar pilkada dki mayoritas pilih ahy anies
164,165,positive,Agus-Sylvi,"Lewat Akun Instagram, AHY Ucapkan Selamat Kepada Paslon Pemenang Pilkada DKI Jakarta",akun instagram ahy ucap selamat paslon menang pilkada dki jakarta
165,166,positive,Agus-Sylvi,Menyeberangi Selat Malaka. Aiman KompasTV yang mendapat kesempatan pertama mewawancarai AHY usai Pilkada DKI @Rosianna766Hi,rang selat malaka aiman kompastv sempat wawancara ahy pilkada dki rosiannahi
166,167,positive,Agus-Sylvi,AHY Sebut Pilkada DKI Berjalan Bermartabat,ahy pilkada dki jalan martabat
167,168,positive,Agus-Sylvi,"Salam kagum buat AHY. Masih muda, berani pensiun dini, berani menantang ahok di pilkada, disaat semua pada takut, termasuk @ridwankamil",salam kagum ahy muda berani pensiun berani tantang ahok pilkada saat takut ridwankamil
168,169,positive,Agus-Sylvi,Pilkada DKI berdoa AHY menang. Mudah-mudahan Anies Sandi yang menang.,pilkada dki doa ahy menang mudahmudahan anies sandi menang
169,170,positive,Agus-Sylvi,"soal mental kalah Pilkada, Indonesia harus berguru pada sosok AHY.",mental kalah pilkada indonesia guru sosok ahy
170,171,positive,Agus-Sylvi,"LSI telah membuktikan kejujuran surveynya pada pilkada DKI tahap1- ahokdjarot disurvey langsung kalah dan Ahy menang 1 putaran,",lsi bukti jujur surveynya pilkada dki tahap ahokdjarot disurvey langsung kalah ahy menang putar
171,172,positive,Agus-Sylvi,"sehabis pilkada,pileg dan pilpres saya harap AHY menjadi ketua DPR @AgusYudhoyono",habis pilkadapileg pilpres harap ahy ketua dpr agusyudhoyono
172,173,positive,Agus-Sylvi,Sebentar lagi kita lupakan kegilaan pilkada DKI. Mari berlari bersama AHY. Kita mulai dari Kepri 23 April,sebentar lupa gila pilkada dki mari lari ahy kepri april
173,174,positive,Agus-Sylvi,"Saya bilang PASTI MENANG karena bentuk keyakinan akan keberhasilan goal goal LAIN dari IMPROVISASI politik Pak SBY & Pak AHY,di Pilkada DKI.",bilang menang bentuk yakin hasil goal goal improvisasi politik sby ahydi pilkada dki
174,175,positive,Agus-Sylvi,semoga Anies menang pilkada dan AHY jadi presiden Indonesia 2019 Aamiin YRA klop dah!@AgusYudhoyono,moga anies menang pilkada ahy presiden indonesia aamiin yra klop dahagusyudhoyono
175,176,positive,Agus-Sylvi,"@SBYudhoyono setelah pilkada DKI, AHY jadi sangat diperhitungkan. Diharapkan dia bisa menjadi pemimpin RI selanjutnya",sbyudhoyono pilkada dki ahy hitung harap pimpin ri
176,177,positive,Agus-Sylvi,saya pikir target AHY dalam pilkada kemarin adalah untuk membangun sentimen positif,pikir target ahy pilkada kemarin bangun sentimen positif
177,178,positive,Agus-Sylvi,"Jadi, tolong hargai sikap saya dan beberapa pendukung AHY yang memilih bersikap netral di putaran kedua Pilkada DKI 2017 ini.",tolong harga sikap dukung ahy pilih sikap netral putar pilkada dki
178,179,positive,Agus-Sylvi,Pilkada Rasa Pilkades kata mas @panca66 tidak ada AHY tidak rame,pilkada pilkades mas panca ahy ramai
179,180,positive,Agus-Sylvi,di pilkada putaran pertama kemarin saya membuat kaos AHY sendiri untuk dibagi-bagikan dilingkungan saya Utan Kayu Jaktim.,pilkada putar kemarin kaos ahy dibagibagikan lingkung utan kayu jakarta timur
180,181,positive,Agus-Sylvi,"tetap semangat dukung AHY-Sylvi sampai pilkada terlaksana, yakin dan tentukan pilihan anda kepada yang pro rakyat.",semangat dukung ahysylvi pilkada laksana tentu pilih pro rakyat
181,182,positive,Agus-Sylvi,Salah satu cara AHY-Silvy menang pilkada itu mudah. Ibu silvy naik mio tidak memakai helm keliling komplek saat pemilihan Dijamin pada segan,salah ahysilvy menang pilkada mudah silvy mio pakai helm keliling komplek pilih jamin segan
182,183,positive,Agus-Sylvi,Maju terus AHY-Silvy dan Anies-Sandi BerSATU bersama menangkan pilkada DKI #pilihpemimpinmuslim #Debat2PilkadaDKI,maju ahysilvy aniessandi satu menang pilkada dki pilihpemimpinmuslim debatpilkadadki
183,184,positive,Agus-Sylvi,Kita tunggu kualitas jiwa Anies Sandi..apa ucapan atas peran suara loyalis AHY-Silvy dalam kemenangan pilkada ini #BasukiKeokMasukBui,tunggu kualitas jiwa anies sandiapa ucap peran suara loyalis ahysilvy menang pilkada basukikeokmasukbui
184,185,positive,Agus-Sylvi,"Terimakasih AHY-SILVY, tanpa kalian jakarta tidak akan mempunyai gubernur baru",terimakasih ahysilvy jakarta gubernur
185,186,positive,Agus-Sylvi,saya lebih ke #AgusSilvy,agussilvy
186,187,positive,Agus-Sylvi,Cakeeepppp....#bersatunya pendukung #AniesSandi dan #agussilvy,cakeeeppppbersatunya dukung aniessandi agussilvy
187,188,positive,Agus-Sylvi,Jangan lupa pilih paslon no. 1 #AgusSilvy #ForRI1 https://twitter.com/Ruchan_JKT48/status/830605267070902274,lupa pilih paslon nomor agussilvy forri
188,189,positive,Agus-Sylvi,Sinyal Positif Agus-Sylvi Merapat ke Anies-Sandi #PilkadaDKIJakarta #agussilvy https://www.harianbernas.com/berita-32894-Sinyal-Positif,sinyal positif agussylvi rapat aniessandi pilkadadkijakarta agussilvy
189,190,positive,Agus-Sylvi,@ArainsanR @fadlizon @AhyFansclub @AniesSandiNo3 @Gerindra @PDemokrat SIAP RAPATKAN BARISAN SEMUA! SATU KOMANDO #agussilvy,arainsanr fadlizon ahyfansclub aniessandino gerindra pdemokrat rapat baris komando agussilvy
190,191,positive,Agus-Sylvi,"@AhyFansclub Kalau putaran 2 ,, SIAP RAPAT KAN BARISAN SEMUA ! SATU KOMANDO ! #aniessandi #agussilvy",ahyfansclub putar rapat baris komando aniessandi agussilvy
191,192,positive,Agus-Sylvi,"Mengakui kekalahan, apapun itu tujuannya tapi great applause lah. Patut ditiru untuk demokrasi yang positif #AgusSilvy",aku kalah apa tuju great applause patut tiru demokrasi positif agussilvy
192,193,positive,Agus-Sylvi,Salut! @AgusYudhoyono & Mpok Silvy dengan mengakui kemenangan Paslon lain. #agussilvy #Salam2Jari #KitaNKRI #TetapSemangat #PilkadaDKI,salut agusyudhoyono mpok silvy aku menang paslon agussilvy salamjari kitankri tetapsemangat pilkadadki
193,194,positive,Agus-Sylvi,"baru quick count,Ttp kalau hasil kpud benar sampai 2putaran SIAP RAPAT KAN BARISAN SEMUA! SATU KOMANDO! #aniessandi #agussilvy",quick countttp hasil kpud putar rapat baris komando aniessandi agussilvy
194,195,positive,Agus-Sylvi,"youtu.be/bxrZD69u61A  tenang, bening, ..dan tulus. Mas Agus, mungkin di masa yg akan datang yaa mas.. #apreciate #agussilvy",youtubebxrzdua tenang bening tulus mas agus yaa mas apreciate agussilvy
195,196,positive,Agus-Sylvi,Mari beri masukan & kritik yang membangun bagi yang kalah dalam pertandingan. #PilkadaSerentak2017 #ahokdjarot #agussilvy #AniesSandi,mari masuk kritik bangun kalah tanding pilkadaserentak ahokdjarot agussilvy aniessandi
196,197,positive,Agus-Sylvi,Apapun hasilnya kau tetap kebanggaan kami #AgusSilvy,apa hasil kau bangga agussilvy
197,198,positive,Agus-Sylvi,"Ingat, fokus dan menangkan #AHY #AgusYudhoyono #RakernasDemokrat2017 #DemokratKelilingNusantara @AgusYudhoyono @SBYudhoyono",fokus menang ahy agusyudhoyono rakernasdemokrat demokratkelilingnusantara agusyudhoyono sbyudhoyono
198,199,positive,Agus-Sylvi,Rakernas Partai Demokrat bersama AHY #ahy #partaidemokrat #lombok #gilitrawangan #mataramâ€¦ https://www.instagram.com/p/BTzMrEdliY4/,rakernas partai demokrat ahy ahy partaidemokrat lombok gilitrawangan mataram
199,200,positive,Agus-Sylvi,"Alhamdulillah.... #AHY tersambut hangat, mesra dan intim di NTB.",alhamdulillah ahy sambut hangat mesra intim ntb
200,201,positive,Agus-Sylvi,Ngawal Abang dulu keliling Ampenan #AHY #fkppi #kawal #bodyguard #military #myjob https://www.instagram.com/p/BTySqVcjLv5/,ngawal abang keliling ampenan ahy fkppi kawal bodyguard military myjob
201,202,positive,Agus-Sylvi,Ada apa dengan #AHY knp disetiap acara nya massa membludak?Krn rakyat melihat harapan utk AHY memimpin negara ini dimasa yg dtg. #AHYforAll,ahy tiap acara nya massa membludakkrn rakyat harap ahy pimpin negara masa ahyforall
202,203,positive,Agus-Sylvi,"Kekalahan adalah sukses yg tertunda, bukan untuk disesali tapi dijadikan pengalaman tuk lebih baik lagi di masa depan #AHY",kalah sukses tunda sali jadi alam tuk ahy
203,204,positive,Agus-Sylvi,Tandatangan petisi Stop Hoax dan Fitnah serta mendukung gerakan Kebebasan Pers tanpa Hoax dan fitnah. #AHY #Demokrat #demokratbersamarakyat,tandatangan petisi stop hoax fitnah dukung gera bebas pers hoax fitnah ahy demokrat demokratbersamarakyat
204,205,positive,Agus-Sylvi,#AHY#Demi.Indonesia,ahydemiindonesia
205,206,positive,Agus-Sylvi,mestinya ya begitu ya Gus....#AHY negarawan.,mesti ya ya gusahy negarawan
206,207,positive,Agus-Sylvi,"Demokrat dengan cinta, untuk NKRI, #AHY dan #Demokrat berbakti.",demokrat cinta nkri ahy demokrat bakti
207,208,positive,Agus-Sylvi,#Karanganbungaahok jagoan kalah duluan ...klu gitu #Ahy dong jagoannya bukan ahok,karanganbungaahok jago kalah duluan ahy jago ahok
208,209,positive,Agus-Sylvi,#ahy,ahy
209,210,positive,Agus-Sylvi,Pesan #AHY jangan lupa gembira dan cinta Indonesia,pesan ahy lupa gembira cinta indonesia
210,211,positive,Agus-Sylvi,Salam untuk kaum muda. Hormat pada yang tua. #AHY,salam kaum muda hormat tua ahy
211,212,positive,Agus-Sylvi,#AHY#TheNextLeader#AHY#AdalahKita,ahythenextleaderahyadalahkita
212,213,positive,Agus-Sylvi,Mau jalan di tempat atau berlari menyongsong masa depan dari sekarang? #AHY menyongsong masa depan,jalan lari songsong ahy songsong
213,214,positive,Agus-Sylvi,"Langkah ""Kuda"" Agus Yudhoyono -> https://goo.gl/95ldom  #AHY #SBY #PartaiDemokrat #Pilakada #DKIJakarta",langkah kuda agus yudhoyono ahy sby partaidemokrat pilakada dkijakarta
214,215,positive,Agus-Sylvi,Datang tampak muka pulang tampak punggung. Terima kasih Kepri #DemokratKelilingNusantara #AHY,muka pulang punggung terima kasih kepri demokratkelilingnusantara ahy
215,216,positive,Agus-Sylvi,Aku pada #AHY pemimpin muda,ahy pimpin muda
216,217,positive,Agus-Sylvi,"#AHY adalah Inspirasi Kaum Muda... ""GERAKAN INDONESIA MUDA"" menuju INDONESIA EMAS",ahy inspirasi kaum muda gera indonesia muda indonesia emas
217,218,positive,Agus-Sylvi,Setia pada #AHY sebab politik Indonesia perlu ada regenerasi yg MATANG agar jgn ada lagi kutu loncat,setia ahy politik indonesia regenerasi matang kutu loncat
